id;CIDADE;ESTADO;UF;REGIÃO;location;Latitude;Longitude
2306256;Itaitinga;Ceará;CE;Nordeste;Itaitinga, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 61880-000, Brasil;-3.965.768;-38.529.763
2306306;Itapajé;Ceará;CE;Nordeste;Itapajé, Região Geográfica Imediata de Itapajé, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 62600-000, Brasil;-36.841.324;-395.851.265
2306405;Itapipoca;Ceará;CE;Nordeste;Itapipoca, Região Geográfica Imediata de Itapipoca, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, Brasil;-3.499.329;-39.583.571
2306504;Itapiúna;Ceará;CE;Nordeste;Itapiúna, Região Geográfica Imediata de Redenção-Acarape, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, Brasil;-45.654.191;-389.211.537
2306553;Itarema;Ceará;CE;Nordeste;Itarema, Região Geográfica Imediata de Acaraú, Região Geográfica Intermediária de Sobral, Ceará, Região Nordeste, 62590-000, Brasil;-29.224.684;-399.152.184
2306603;Itatira;Ceará;CE;Nordeste;Itatira, Região Geográfica Imediata de Canindé, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, Brasil;-45.305.504;-396.210.481
2306702;Jaguaretama;Ceará;CE;Nordeste;Jaguaretama, Região Geográfica Imediata de Russas - Limoeiro do Norte, Região Geográfica Intermediária de Quixadá, Ceará, Região Nordeste, 63480-000, Brasil;-56.092.417;-387.630.077
2306801;Jaguaribara;Ceará;CE;Nordeste;Jaguaribara, Região Geográfica Imediata de Russas - Limoeiro do Norte, Região Geográfica Intermediária de Quixadá, Ceará, Região Nordeste, 63490-000, Brasil;-5.454.494;-384.679.295
2306900;Jaguaribe;Ceará;CE;Nordeste;Jaguaribe, Região Geográfica Imediata de Russas - Limoeiro do Norte, Região Geográfica Intermediária de Quixadá, Ceará, Região Nordeste, Brasil;-58.854.585;-386.212.957
2307007;Jaguaruana;Ceará;CE;Nordeste;Jaguaruana, Região Geográfica Imediata de Aracati, Região Geográfica Intermediária de Quixadá, Ceará, Região Nordeste, 62823-000, Brasil;-4.831.508;-37.780.997
2307106;Jardim;Ceará;CE;Nordeste;Jardim, Região Geográfica Imediata de Juazeiro do Norte, Região Geográfica Intermediária de Juazeiro do Norte, Ceará, Região Nordeste, Brasil;-75.838.966;-39.279.713
2307205;Jati;Ceará;CE;Nordeste;Jati, Região Geográfica Imediata de Brejo Santo, Região Geográfica Intermediária de Juazeiro do Norte, Ceará, Região Nordeste, 63275-000, Brasil;-76.894.344;-39.006.074
2307254;Jijoca de Jericoacoara;Ceará;CE;Nordeste;Jijoca de Jericoacoara, Região Geográfica Imediata de Acaraú, Região Geográfica Intermediária de Sobral, Ceará, Região Nordeste, Brasil;-28.986.278;-404.506.081
2307304;Juazeiro do Norte;Ceará;CE;Nordeste;Juazeiro do Norte, Região Geográfica Imediata de Juazeiro do Norte, Região Geográfica Intermediária de Juazeiro do Norte, Ceará, Região Nordeste, Brasil;-72.153.453;-393.153.336
2307403;Jucás;Ceará;CE;Nordeste;Jucás, Região Geográfica Imediata de Iguatu, Região Geográfica Intermediária de Iguatu, Ceará, Região Nordeste, Brasil;-65.224.934;-395.247.183
2307502;Lavras da Mangabeira;Ceará;CE;Nordeste;Lavras da Mangabeira, Região Geográfica Imediata de Juazeiro do Norte, Região Geográfica Intermediária de Juazeiro do Norte, Ceará, Região Nordeste, Brasil;-67.533.331;-3.896.538.686.618.180
2307601;Limoeiro do Norte;Ceará;CE;Nordeste;Limoeiro do Norte, Região Geográfica Imediata de Russas - Limoeiro do Norte, Região Geográfica Intermediária de Quixadá, Ceará, Região Nordeste, 62930-000, Brasil;-51.455.607;-380.984.936
2307635;Madalena;Ceará;CE;Nordeste;Madalena, Região Geográfica Imediata de Canindé, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 63860-000, Brasil;-48.542.961;-395.766.436
2307650;Maracanaú;Ceará;CE;Nordeste;Maracanaú, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, Brasil;-38.779.438;-386.247.697
2307700;Maranguape;Ceará;CE;Nordeste;Maranguape, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, Brasil;-38.922.967;-386.835.427
2307809;Marco;Ceará;CE;Nordeste;Marco, Região Geográfica Imediata de Acaraú, Região Geográfica Intermediária de Sobral, Ceará, Região Nordeste, Brasil;-31.221.945;-401.514.585
2307908;Martinópole;Ceará;CE;Nordeste;Martinópole, Região Geográfica Imediata de Sobral, Região Geográfica Intermediária de Sobral, Ceará, Região Nordeste, Brasil;-32.235.114;-406.958.832
2308005;Massapê;Ceará;CE;Nordeste;Massapê, Região Geográfica Imediata de Sobral, Região Geográfica Intermediária de Sobral, Ceará, Região Nordeste, 62140-000, Brasil;-35.239.058;-403.423.107
2308104;Mauriti;Ceará;CE;Nordeste;Mauriti, Região Geográfica Imediata de Brejo Santo, Região Geográfica Intermediária de Juazeiro do Norte, Ceará, Região Nordeste, Brasil;-73.870.095;-387.737.751
2308203;Meruoca;Ceará;CE;Nordeste;Meruoca, Região Geográfica Imediata de Sobral, Região Geográfica Intermediária de Sobral, Ceará, Região Nordeste, Brasil;-35.390.209;-404.546.107
2308302;Milagres;Ceará;CE;Nordeste;Milagres, Região Geográfica Imediata de Brejo Santo, Região Geográfica Intermediária de Juazeiro do Norte, Ceará, Região Nordeste, 63250-000, Brasil;-73.106.846;-389.447.146
2308351;Milhã;Ceará;CE;Nordeste;Milhã, Região Geográfica Imediata de Quixadá, Região Geográfica Intermediária de Quixadá, Ceará, Região Nordeste, Brasil;-56.834.601;-391.970.885
2308377;Miraíma;Ceará;CE;Nordeste;Miraíma, Região Geográfica Imediata de Itapipoca, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 62530-000, Brasil;-3.568.674;-39.966.267
2308401;Missão Velha;Ceará;CE;Nordeste;Missão Velha, Região Geográfica Imediata de Juazeiro do Norte, Região Geográfica Intermediária de Juazeiro do Norte, Ceará, Região Nordeste, Brasil;-7.248.491;-391.434.843
2308500;Mombaça;Ceará;CE;Nordeste;Mombaça, Região Geográfica Imediata de Iguatu, Região Geográfica Intermediária de Iguatu, Ceará, Região Nordeste, Brasil;-57.450.899;-396.293.519
2308609;Monsenhor Tabosa;Ceará;CE;Nordeste;Monsenhor Tabosa, Região Geográfica Imediata de Crateús, Região Geográfica Intermediária de Crateús, Ceará, Região Nordeste, 63780-000, Brasil;-47.879.512;-40.063.949
2308708;Morada Nova;Ceará;CE;Nordeste;Morada Nova, Região Geográfica Imediata de Russas - Limoeiro do Norte, Região Geográfica Intermediária de Quixadá, Ceará, Região Nordeste, 62940-000, Brasil;-51.076.699;-383.727.852
2308807;Moraújo;Ceará;CE;Nordeste;Moraújo, Região Geográfica Imediata de Sobral, Região Geográfica Intermediária de Sobral, Ceará, Região Nordeste, 62480-000, Brasil;-34.657.654;-40.679.146
2308906;Morrinhos;Ceará;CE;Nordeste;Morrinhos, Região Geográfica Imediata de Sobral, Região Geográfica Intermediária de Sobral, Ceará, Região Nordeste, 62550-000, Brasil;-32.275.749;-401.280.783
2309003;Mucambo;Ceará;CE;Nordeste;Mucambo, Região Geográfica Imediata de Sobral, Região Geográfica Intermediária de Sobral, Ceará, Região Nordeste, 62170-000, Brasil;-39.043.285;-407.454.425
2309102;Mulungu;Ceará;CE;Nordeste;Mulungu, Região Geográfica Imediata de Redenção-Acarape, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 62764-000, Brasil;-43.052.327;-389.957.787
2309201;Nova Olinda;Ceará;CE;Nordeste;Nova Olinda, Região Geográfica Imediata de Juazeiro do Norte, Região Geográfica Intermediária de Juazeiro do Norte, Ceará, Região Nordeste, Brasil;-70.934.174;-396.789.815
2309300;Nova Russas;Ceará;CE;Nordeste;Nova Russas, Região Geográfica Imediata de Crateús, Região Geográfica Intermediária de Crateús, Ceará, Região Nordeste, 62200-000, Brasil;-47.051.681;-40.565.519
2309409;Novo Oriente;Ceará;CE;Nordeste;Novo Oriente, Região Geográfica Imediata de Crateús, Região Geográfica Intermediária de Crateús, Ceará, Região Nordeste, Brasil;-55.350.339;-407.748.902
2309458;Ocara;Ceará;CE;Nordeste;Ocara, Região Geográfica Imediata de Redenção-Acarape, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 62755-000, Brasil;-44.910.653;-385.964.829
2309508;Orós;Ceará;CE;Nordeste;Orós, Região Geográfica Imediata de Icó, Região Geográfica Intermediária de Iguatu, Ceará, Região Nordeste, Brasil;-62.427.541;-389.141.151
2309607;Pacajus;Ceará;CE;Nordeste;Pacajus, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 62870-000, Brasil;-4.171.073;-38.464.988
2309706;Pacatuba;Ceará;CE;Nordeste;Pacatuba, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, Brasil;-39.841;-386.180.383
2309805;Pacoti;Ceará;CE;Nordeste;Pacoti, Região Geográfica Imediata de Redenção-Acarape, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 62770-000, Brasil;-42.253.561;-389.208.352
2309904;Pacujá;Ceará;CE;Nordeste;Pacujá, Região Geográfica Imediata de Sobral, Região Geográfica Intermediária de Sobral, Ceará, Região Nordeste, Brasil;-39.802.066;-406.986.251
2310001;Palhano;Ceará;CE;Nordeste;Palhano, Região Geográfica Imediata de Russas - Limoeiro do Norte, Região Geográfica Intermediária de Quixadá, Ceará, Região Nordeste, 62910-000, Brasil;-47.449.408;-379.608.401
2310100;Palmácia;Ceará;CE;Nordeste;Palmácia, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, Brasil;-41.478.012;-388.460.317
2310209;Paracuru;Ceará;CE;Nordeste;Paracuru, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, Brasil;-341.436;-39.030.028
2310258;Paraipaba;Ceará;CE;Nordeste;Paraipaba, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 62685-000, Brasil;-3.437.987;-39.147.868
2310308;Parambu;Ceará;CE;Nordeste;Parambu, Região Geográfica Imediata de Tauá, Região Geográfica Intermediária de Crateús, Ceará, Região Nordeste, 63680-000, Brasil;-62.123.856;-406.954.982
2310407;Paramoti;Ceará;CE;Nordeste;Paramoti, Região Geográfica Imediata de Canindé, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, Brasil;-40.964.461;-392.390.411
2310506;Pedra Branca;Ceará;CE;Nordeste;Pedra Branca, Região Geográfica Imediata de Quixadá, Região Geográfica Intermediária de Quixadá, Ceará, Região Nordeste, Brasil;-5.455.674;-397.166.286
2310605;Penaforte;Ceará;CE;Nordeste;Penaforte, Região Geográfica Imediata de Brejo Santo, Região Geográfica Intermediária de Juazeiro do Norte, Ceará, Região Nordeste, Brasil;-78.288.372;-390.751.908
2310704;Pentecoste;Ceará;CE;Nordeste;Pentecoste, Região Geográfica Imediata de Itapajé, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 62640-000, Brasil;-37.950.248;-392.670.733
2310803;Pereiro;Ceará;CE;Nordeste;Pereiro, Região Geográfica Imediata de Russas - Limoeiro do Norte, Região Geográfica Intermediária de Quixadá, Ceará, Região Nordeste, 63460-000, Brasil;-6.046.269;-384.604.192
2310852;Pindoretama;Ceará;CE;Nordeste;Pindoretama, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 62860-000, Brasil;-40.265.183;-383.066.829
2310902;Piquet Carneiro;Ceará;CE;Nordeste;Piquet Carneiro, Região Geográfica Imediata de Iguatu, Região Geográfica Intermediária de Iguatu, Ceará, Região Nordeste, 63605-000, Brasil;-5.800.251;-39.417.017
2310951;Pires Ferreira;Ceará;CE;Nordeste;Pires Ferreira, Região Geográfica Imediata de São Benedito - Ipu - Guaraciaba do Norte - Tianguá, Região Geográfica Intermediária de Sobral, Ceará, Região Nordeste, Brasil;-42.453.181;-406.437.501
2311009;Poranga;Ceará;CE;Nordeste;Poranga, Região Geográfica Imediata de Crateús, Região Geográfica Intermediária de Crateús, Ceará, Região Nordeste, 62220-000, Brasil;-47.446.727;-409.249.168
2311108;Porteiras;Ceará;CE;Nordeste;Porteiras, Região Geográfica Imediata de Brejo Santo, Região Geográfica Intermediária de Juazeiro do Norte, Ceará, Região Nordeste, 63270-000, Brasil;-75.341.572;-391.153.149
2311207;Potengi;Ceará;CE;Nordeste;Potengi, Região Geográfica Imediata de Juazeiro do Norte, Região Geográfica Intermediária de Juazeiro do Norte, Ceará, Região Nordeste, Brasil;-70.915.205;-400.268.241
2311231;Potiretama;Ceará;CE;Nordeste;Potiretama, Região Geográfica Imediata de Russas - Limoeiro do Norte, Região Geográfica Intermediária de Quixadá, Ceará, Região Nordeste, Brasil;-57.226.924;-38.154.107
2311264;Quiterianópolis;Ceará;CE;Nordeste;Quiterianópolis, Região Geográfica Imediata de Crateús, Região Geográfica Intermediária de Crateús, Ceará, Região Nordeste, 63650-000, Brasil;-58.458.117;-407.021.812
2311306;Quixadá;Ceará;CE;Nordeste;Quixadá, Região Geográfica Imediata de Quixadá, Região Geográfica Intermediária de Quixadá, Ceará, Região Nordeste, Brasil;-49.706.021;-390.158.403
2311355;Quixelô;Ceará;CE;Nordeste;Quixelô, Região Geográfica Imediata de Iguatu, Região Geográfica Intermediária de Iguatu, Ceará, Região Nordeste, Brasil;-62.511.238;-391.995.458
2311405;Quixeramobim;Ceará;CE;Nordeste;Quixeramobim, Região Geográfica Imediata de Quixadá, Região Geográfica Intermediária de Quixadá, Ceará, Região Nordeste, 63800-000, Brasil;-51.983.553;-392.955.573
2311504;Quixeré;Ceará;CE;Nordeste;Quixeré, Região Geográfica Imediata de Russas - Limoeiro do Norte, Região Geográfica Intermediária de Quixadá, Ceará, Região Nordeste, 62920-000, Brasil;-50.742.841;-379.892.825
2311603;Redenção;Ceará;CE;Nordeste;Redenção, Região Geográfica Imediata de Redenção-Acarape, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 62790-000, Brasil;-42.243.979;-387.278.461
2311702;Reriutaba;Ceará;CE;Nordeste;Reriutaba, Região Geográfica Imediata de Sobral, Região Geográfica Intermediária de Sobral, Ceará, Região Nordeste, 62260-000, Brasil;-41.418.352;-405.824.356
2311801;Russas;Ceará;CE;Nordeste;Russas Ce, Avenida Irmã Maria da Graça, Planalto da Catumbela, Russas, Região Geográfica Imediata de Russas - Limoeiro do Norte, Região Geográfica Intermediária de Quixadá, Ceará, Região Nordeste, 62900-000, Brasil;-49.441.876;-379.811.859
2311900;Saboeiro;Ceará;CE;Nordeste;Saboeiro, Região Geográfica Imediata de Iguatu, Região Geográfica Intermediária de Iguatu, Ceará, Região Nordeste, Brasil;-6.539.564;-399.047.802
2311959;Salitre;Ceará;CE;Nordeste;Salitre, Região Geográfica Imediata de Juazeiro do Norte, Região Geográfica Intermediária de Juazeiro do Norte, Ceará, Região Nordeste, Brasil;-7.285.445;-40.457.306
2312007;Santana do Acaraú;Ceará;CE;Nordeste;Santana do Acaraú, Região Geográfica Imediata de Sobral, Região Geográfica Intermediária de Sobral, Ceará, Região Nordeste, Brasil;-34.596.492;-402.090.987
2312106;Santana do Cariri;Ceará;CE;Nordeste;Santana do Cariri, Região Geográfica Imediata de Juazeiro do Norte, Região Geográfica Intermediária de Juazeiro do Norte, Ceará, Região Nordeste, Brasil;-71.844.749;-3.973.683.102.569.590
2312205;Santa Quitéria;Ceará;CE;Nordeste;Santa Quitéria, Região Geográfica Imediata de Sobral, Região Geográfica Intermediária de Sobral, Ceará, Região Nordeste, Brasil;-43.336.553;-401.544.913
2312304;São Benedito;Ceará;CE;Nordeste;São Benedito, Região Geográfica Imediata de São Benedito - Ipu - Guaraciaba do Norte - Tianguá, Região Geográfica Intermediária de Sobral, Ceará, Região Nordeste, 62370-000, Brasil;-40.479.885;-408.643.005
2312403;São Gonçalo do Amarante;Ceará;CE;Nordeste;São Gonçalo do Amarante, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, Brasil;-35.929.237;-3.903.653.251.900.940
2312502;São João do Jaguaribe;Ceará;CE;Nordeste;São João do Jaguaribe, Região Geográfica Imediata de Russas - Limoeiro do Norte, Região Geográfica Intermediária de Quixadá, Ceará, Região Nordeste, Brasil;-52.719.441;-38.271.993
2312601;São Luís do Curu;Ceará;CE;Nordeste;São Luís do Curu, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 62665-000, Brasil;-3.672.399;-392.364.881
2312700;Senador Pompeu;Ceará;CE;Nordeste;Senador Pompeu, Região Geográfica Imediata de Quixadá, Região Geográfica Intermediária de Quixadá, Ceará, Região Nordeste, 63600-000, Brasil;-55.874.386;-393.730.901
2312809;Senador Sá;Ceará;CE;Nordeste;Senador Sá, Região Geográfica Imediata de Sobral, Região Geográfica Intermediária de Sobral, Ceará, Região Nordeste, Brasil;-33.528;-404.644.057
2312908;Sobral;Ceará;CE;Nordeste;Sobral, Região Geográfica Imediata de Sobral, Região Geográfica Intermediária de Sobral, Ceará, Região Nordeste, Brasil;-36.879.135;-403.456.372
2313005;Solonópole;Ceará;CE;Nordeste;Solonópole, Região Geográfica Imediata de Quixadá, Região Geográfica Intermediária de Quixadá, Ceará, Região Nordeste, Brasil;-57.329.092;-390.098.669
2313104;Tabuleiro do Norte;Ceará;CE;Nordeste;Tabuleiro do Norte, Região Geográfica Imediata de Russas - Limoeiro do Norte, Região Geográfica Intermediária de Quixadá, Ceará, Região Nordeste, 62960-000, Brasil;-52.440.865;-381.284.605
2313203;Tamboril;Ceará;CE;Nordeste;Tamboril, Região Geográfica Imediata de Crateús, Região Geográfica Intermediária de Crateús, Ceará, Região Nordeste, 63765-000, Brasil;-48.330.075;-403.210.323
2313252;Tarrafas;Ceará;CE;Nordeste;Tarrafas, Região Geográfica Imediata de Juazeiro do Norte, Região Geográfica Intermediária de Juazeiro do Norte, Ceará, Região Nordeste, Brasil;-66.819.901;-397.575.709
2313302;Tauá;Ceará;CE;Nordeste;Tauá, Região Geográfica Imediata de Tauá, Região Geográfica Intermediária de Crateús, Ceará, Região Nordeste, 63660-000, Brasil;-60.031.372;-402.947.268
2313351;Tejuçuoca;Ceará;CE;Nordeste;Tejuçuoca, Região Geográfica Imediata de Itapajé, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, Brasil;-39.884.273;-395.797.395
2313401;Tianguá;Ceará;CE;Nordeste;Tianguá, Região Geográfica Imediata de São Benedito - Ipu - Guaraciaba do Norte - Tianguá, Região Geográfica Intermediária de Sobral, Ceará, Região Nordeste, Brasil;-37.307.332;-410.004.019
2313500;Trairi;Ceará;CE;Nordeste;Trairi, Região Geográfica Imediata de Itapipoca, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, Brasil;-32.777.494;-392.680.677
2313559;Tururu;Ceará;CE;Nordeste;Tururu, Região Geográfica Imediata de Itapipoca, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, Brasil;-35.985.489;-394.358.101
2313609;Ubajara;Ceará;CE;Nordeste;Ubajara, Região Geográfica Imediata de São Benedito - Ipu - Guaraciaba do Norte - Tianguá, Região Geográfica Intermediária de Sobral, Ceará, Região Nordeste, Brasil;-38.534.468;-409.185.642
2313708;Umari;Ceará;CE;Nordeste;Umari, Região Geográfica Imediata de Icó, Região Geográfica Intermediária de Iguatu, Ceará, Região Nordeste, 63310-000, Brasil;-66.465.102;-386.995.155
2313757;Umirim;Ceará;CE;Nordeste;Umirim, Região Geográfica Imediata de Itapipoca, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 62660-000, Brasil;-36.777.738;-39.348.725
2313807;Uruburetama;Ceará;CE;Nordeste;Uruburetama, Região Geográfica Imediata de Itapipoca, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 62650-000, Brasil;-36.235.302;-395.050.697
2313906;Uruoca;Ceará;CE;Nordeste;Uruoca, Região Geográfica Imediata de Sobral, Região Geográfica Intermediária de Sobral, Ceará, Região Nordeste, 62460-000, Brasil;-33.147.591;-40.558.957
2313955;Varjota;Ceará;CE;Nordeste;Varjota, Região Geográfica Imediata de Sobral, Região Geográfica Intermediária de Sobral, Ceará, Região Nordeste, Brasil;-41.958.345;-404.735.305
2314003;Várzea Alegre;Ceará;CE;Nordeste;Várzea Alegre, Região Geográfica Imediata de Juazeiro do Norte, Região Geográfica Intermediária de Juazeiro do Norte, Ceará, Região Nordeste, 63540-000, Brasil;-67.936.089;-392.989.333
2314102;Viçosa do Ceará;Ceará;CE;Nordeste;Viçosa do Ceará, Região Geográfica Imediata de São Benedito - Ipu - Guaraciaba do Norte - Tianguá, Região Geográfica Intermediária de Sobral, Ceará, Região Nordeste, 62300-000, Brasil;-35.667.684;-41.091.504
2400109;Acari;Rio Grande do Norte;RN;Nordeste;Acari, Região Geográfica Imediata de Currais Novos, Região Geográfica Intermediária de Caicó, Rio Grande do Norte, Região Nordeste, 59370-000, Brasil;-64.364.689;-366.394.777
2400208;Açu;Rio Grande do Norte;RN;Nordeste;Assu, Região Geográfica Imediata de Açu, Região Geográfica Intermediária de Mossoró, Rio Grande do Norte, Região Nordeste, 59650-000, Brasil;-55.836.157;-369.139.541
2400307;Afonso Bezerra;Rio Grande do Norte;RN;Nordeste;Afonso Bezerra, Região Geográfica Imediata de Açu, Região Geográfica Intermediária de Mossoró, Rio Grande do Norte, Região Nordeste, Brasil;-54.745;-3.657.625.071.327.930
2400406;Água Nova;Rio Grande do Norte;RN;Nordeste;Água Nova, Região Geográfica Imediata de Pau dos Ferros, Região Geográfica Intermediária de Mossoró, Rio Grande do Norte, Região Nordeste, Brasil;-62.063.221;-382.912.678
2400505;Alexandria;Rio Grande do Norte;RN;Nordeste;Alexandria, Região Geográfica Imediata de Pau dos Ferros, Região Geográfica Intermediária de Mossoró, Rio Grande do Norte, Região Nordeste, 59965-000, Brasil;-6.414.779;-380.135.516
2400604;Almino Afonso;Rio Grande do Norte;RN;Nordeste;Almino Afonso, Região Geográfica Imediata de Pau dos Ferros, Região Geográfica Intermediária de Mossoró, Rio Grande do Norte, Região Nordeste, Brasil;-61.544.208;-377.649.018
2400703;Alto do Rodrigues;Rio Grande do Norte;RN;Nordeste;Alto do Rodrigues, Região Geográfica Imediata de Açu, Região Geográfica Intermediária de Mossoró, Rio Grande do Norte, Região Nordeste, Brasil;-5.290.868;-367.616.726
2400802;Angicos;Rio Grande do Norte;RN;Nordeste;Angicos, Região Geográfica Imediata de Açu, Região Geográfica Intermediária de Mossoró, Rio Grande do Norte, Região Nordeste, Brasil;-56.666.344;-366.009.064
2400901;Antônio Martins;Rio Grande do Norte;RN;Nordeste;Antônio Martins, Região Geográfica Imediata de Pau dos Ferros, Região Geográfica Intermediária de Mossoró, Rio Grande do Norte, Região Nordeste, Brasil;-62.155.812;-378.890.129
2401008;Apodi;Rio Grande do Norte;RN;Nordeste;Apodi, Região Geográfica Imediata de Mossoró, Região Geográfica Intermediária de Mossoró, Rio Grande do Norte, Região Nordeste, 59700-000, Brasil;-56.631.109;-37.796.927
2401107;Areia Branca;Rio Grande do Norte;RN;Nordeste;Areia Branca, Região Geográfica Imediata de Mossoró, Região Geográfica Intermediária de Mossoró, Rio Grande do Norte, Região Nordeste, Brasil;-49.506.652;-371.263.312
2401206;Arês;Rio Grande do Norte;RN;Nordeste;Arez, Região Geográfica Imediata de Canguaretama, Região Geográfica Intermediária de Natal, Rio Grande do Norte, Região Nordeste, Brasil;-61.969.216;-351.642.968
2401305;Campo Grande;Rio Grande do Norte;RN;Nordeste;Campo Grande, Região Geográfica Imediata de Mossoró, Região Geográfica Intermediária de Mossoró, Rio Grande do Norte, Região Nordeste, Brasil;-5.862.063;-373.134.908
2401404;Baía Formosa;Rio Grande do Norte;RN;Nordeste;Baía Formosa, Região Geográfica Imediata de Canguaretama, Região Geográfica Intermediária de Natal, Rio Grande do Norte, Região Nordeste, 59194-000, Brasil;-63.691.885;-350.063.741
2401453;Baraúna;Rio Grande do Norte;RN;Nordeste;Baraúna, Região Geográfica Imediata de Mossoró, Região Geográfica Intermediária de Mossoró, Rio Grande do Norte, Região Nordeste, Brasil;-50.775.002;-3.761.752
2401503;Barcelona;Rio Grande do Norte;RN;Nordeste;Barcelona, Pelynt, Cornwall, England, PL13 2JU, United Kingdom;503.547.004;-45.028.673
2401602;Bento Fernandes;Rio Grande do Norte;RN;Nordeste;Bento Fernandes, Região Geográfica Imediata de Natal, Região Geográfica Intermediária de Natal, Rio Grande do Norte, Região Nordeste, Brasil;-56.926.846;-358.207.423
2401651;Bodó;Rio Grande do Norte;RN;Nordeste;Bodó, Região Geográfica Imediata de Currais Novos, Região Geográfica Intermediária de Caicó, Rio Grande do Norte, Região Nordeste, Brasil;-59.866.104;-364.134.824
2401701;Bom Jesus;Rio Grande do Norte;RN;Nordeste;Bom Jesus, Região Geográfica Imediata de Natal, Região Geográfica Intermediária de Natal, Rio Grande do Norte, Região Nordeste, Brasil;-59.887.544;-355.821.149
2401800;Brejinho;Rio Grande do Norte;RN;Nordeste;Brejinho, Região Geográfica Imediata de Natal, Região Geográfica Intermediária de Natal, Rio Grande do Norte, Região Nordeste, Brasil;-61.957.907;-353.583.019
2401859;Caiçara do Norte;Rio Grande do Norte;RN;Nordeste;Caiçara do Norte, Região Geográfica Imediata de João Câmara, Região Geográfica Intermediária de Natal, Rio Grande do Norte, Região Nordeste, Brasil;-50.645.017;-360.561.226
2401909;Caiçara do Rio do Vento;Rio Grande do Norte;RN;Nordeste;Caiçara do Rio do Vento, Região Geográfica Imediata de São Paulo do Potengi, Região Geográfica Intermediária de Natal, Rio Grande do Norte, Região Nordeste, Brasil;-5.757.968;-3.600.089
2402006;Caicó;Rio Grande do Norte;RN;Nordeste;Caicó, Região Geográfica Imediata de Caicó, Região Geográfica Intermediária de Caicó, Rio Grande do Norte, Região Nordeste, 59300-000, Brasil;-64.594.544;-370.971.911
2402105;Campo Redondo;Rio Grande do Norte;RN;Nordeste;Campo Redondo, Região Geográfica Imediata de Santa Cruz, Região Geográfica Intermediária de Natal, Rio Grande do Norte, Região Nordeste, 59230-000, Brasil;-62.420.373;-361.830.606
2402204;Canguaretama;Rio Grande do Norte;RN;Nordeste;Canguaretama, Região Geográfica Imediata de Canguaretama, Região Geográfica Intermediária de Natal, Rio Grande do Norte, Região Nordeste, Brasil;-63.751.942;-35.137.463
2402303;Caraúbas;Rio Grande do Norte;RN;Nordeste;Caraúbas, Região Geográfica Imediata de Mossoró, Região Geográfica Intermediária de Mossoró, Rio Grande do Norte, Região Nordeste, 59780-000, Brasil;-57.889.323;-375.548.751
2402402;Carnaúba dos Dantas;Rio Grande do Norte;RN;Nordeste;Carnaúba dos Dantas, Região Geográfica Imediata de Currais Novos, Região Geográfica Intermediária de Caicó, Rio Grande do Norte, Região Nordeste, 59374-000, Brasil;-65.560.588;-365.930.811
2402501;Carnaubais;Rio Grande do Norte;RN;Nordeste;Carnaubais, Região Geográfica Imediata de Açu, Região Geográfica Intermediária de Mossoró, Rio Grande do Norte, Região Nordeste, Brasil;-53.383.681;-368.335.566
