id;CIDADE;ESTADO;UF;REGIÃO;location;Latitude;Longitude
3507159;Bom Sucesso de Itararé;São Paulo;SP;Sudeste;Bom Sucesso de Itararé, Região Imediata de Itapeva, Região Geográfica Intermediária de Sorocaba, São Paulo, Região Sudeste, Brasil;-243.190.016;-491.446.207
3507209;Borá;São Paulo;SP;Sudeste;Borá, Região Imediata de Assis, Região Geográfica Intermediária de Marília, São Paulo, Região Sudeste, Brasil;-222.703.347;-505.442.675
3507308;Boracéia;São Paulo;SP;Sudeste;Boracéia, Região Imediata de Jaú, Região Geográfica Intermediária de Bauru, São Paulo, Região Sudeste, Brasil;-22.195.355;-487.801.925
3507407;Borborema;São Paulo;SP;Sudeste;Borborema, Região Imediata de Araraquara, São Paulo, Região Sudeste, 14955-000, Brasil;-216.212.706;-49.074.135
3507456;Borebi;São Paulo;SP;Sudeste;Borebi, Região Imediata de Bauru, Região Geográfica Intermediária de Bauru, São Paulo, Região Sudeste, Brasil;-225.700.178;-489.714.871
3507506;Botucatu;São Paulo;SP;Sudeste;Botucatu, Região Imediata de Botucatu, Região Geográfica Intermediária de Bauru, São Paulo, Região Sudeste, Brasil;-228.879.628;-484.410.712
3507605;Bragança Paulista;São Paulo;SP;Sudeste;Bragança Paulista, Região Imediata de Bragança Paulista, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, Brasil;-229.520.235;-465.418.586
3507704;Braúna;São Paulo;SP;Sudeste;Braúna, Região Imediata de Birigui-Penápolis, Região Geográfica Intermediária de Araçatuba, São Paulo, Região Sudeste, Brasil;-215.015.319;-503.175.246
3507753;Brejo Alegre;São Paulo;SP;Sudeste;Brejo Alegre, Região Imediata de Birigui-Penápolis, Região Geográfica Intermediária de Araçatuba, São Paulo, Região Sudeste, Brasil;-211.671.191;-501.850.393
3507803;Brodowski;São Paulo;SP;Sudeste;Brodowski, Região Imediata de Ribeirão Preto, Região Metropolitana de Ribeirão Preto, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14340-000, Brasil;-20.984.532;-47.657.217
3507902;Brotas;São Paulo;SP;Sudeste;Brotas, Região Imediata de Jaú, Região Geográfica Intermediária de Bauru, São Paulo, Região Sudeste, Brasil;-222.840.884;-481.267.265
3508009;Buri;São Paulo;SP;Sudeste;Buri, Região Imediata de Itapeva, Região Geográfica Intermediária de Sorocaba, São Paulo, Região Sudeste, 18290-000, Brasil;-2.379.849;-48.598.924
3508108;Buritama;São Paulo;SP;Sudeste;Buritama, Região Imediata de Birigui-Penápolis, Região Geográfica Intermediária de Araçatuba, São Paulo, Região Sudeste, 15290-000, Brasil;-210.664.017;-501.448.077
3508207;Buritizal;São Paulo;SP;Sudeste;Buritizal, Região Imediata de Ituverava, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, Brasil;-201.933.264;-477.097.165
3508306;Cabrália Paulista;São Paulo;SP;Sudeste;Cabrália Paulista, Região Imediata de Bauru, Região Geográfica Intermediária de Bauru, São Paulo, Região Sudeste, Brasil;-224.562.909;-493.385.645
3508405;Cabreúva;São Paulo;SP;Sudeste;Cabreúva, Região Imediata de Jundiaí, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, Brasil;-233.076.663;-471.324.726
3508504;Caçapava;São Paulo;SP;Sudeste;Caçapava, Região Imediata de São José dos Campos, Região Metropolitana do Vale do Paraíba e Litoral Norte, Região Geográfica Intermediária de São José dos Campos, São Paulo, Região Sudeste, Brasil;-23.099.204;-45.707.645
3508603;Cachoeira Paulista;São Paulo;SP;Sudeste;Cachoeira Paulista, Região Imediata de Cruzeiro, Região Metropolitana do Vale do Paraíba e Litoral Norte, Região Geográfica Intermediária de São José dos Campos, São Paulo, Região Sudeste, 12630-000, Brasil;-22.666.498;-45.015.384
3508702;Caconde;São Paulo;SP;Sudeste;Caconde, Região Imediata de São José do Rio Pardo-Mococa, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, Brasil;-215.281.123;-466.434.015
3508801;Cafelândia;São Paulo;SP;Sudeste;Cafelândia, Região Imediata de Lins, Região Geográfica Intermediária de Bauru, São Paulo, Região Sudeste, 16500-000, Brasil;-218.054.355;-496.030.627
3508900;Caiabu;São Paulo;SP;Sudeste;Caiabu, Região Imediata de Presidente Prudente, Região Geográfica Intermediária de Presidente Prudente, São Paulo, Região Sudeste, Brasil;-220.143.038;-512.356.597
3509007;Caieiras;São Paulo;SP;Sudeste;Caieiras, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil;-233.644.621;-467.484.765
3509106;Caiuá;São Paulo;SP;Sudeste;Caiuá, Região Imediata de Presidente Epitácio-Presidente Venceslau, Região Geográfica Intermediária de Presidente Prudente, São Paulo, Região Sudeste, 19450-000, Brasil;-218.319.357;-519.887.179
3509205;Cajamar;São Paulo;SP;Sudeste;Cajamar, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil;-233.561.111;-468.769.444
3509254;Cajati;São Paulo;SP;Sudeste;Cajati, Região Imediata de Registro, Região Geográfica Intermediária de Sorocaba, São Paulo, Região Sudeste, Brasil;-247.272.376;-481.077.914
3509304;Cajobi;São Paulo;SP;Sudeste;Cajobi, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 15410-000, Brasil;-208.776.238;-488.106.972
3509403;Cajuru;São Paulo;SP;Sudeste;Cajuru, Região Imediata de Ribeirão Preto, Região Metropolitana de Ribeirão Preto, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14240-000, Brasil;-212.759.978;-473.046.035
3509452;Campina do Monte Alegre;São Paulo;SP;Sudeste;Campina do Monte Alegre, Região Imediata de Itapetininga, Região Geográfica Intermediária de Sorocaba, São Paulo, Região Sudeste, Brasil;-235.935.653;-484.801.876
3509502;Campinas;São Paulo;SP;Sudeste;Campinas, Região Imediata de Campinas, Região Metropolitana de Campinas, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, Brasil;-2.290.556;-4.706.083
3509601;Campo Limpo Paulista;São Paulo;SP;Sudeste;Campo Limpo Paulista, Região Imediata de Jundiaí, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, Brasil;-23.207.791;-46.788.919
3509700;Campos do Jordão;São Paulo;SP;Sudeste;Campos do Jordão, Região Imediata de Taubaté-Pindamonhangaba, Região Metropolitana do Vale do Paraíba e Litoral Norte, Região Geográfica Intermediária de São José dos Campos, São Paulo, Região Sudeste, 12460-000, Brasil;-22.738.299;-455.903.769
3509809;Campos Novos Paulista;São Paulo;SP;Sudeste;Campos Novos Paulista, Região Imediata de Marília, Região Geográfica Intermediária de Marília, São Paulo, Região Sudeste, Brasil;-22.601.952;-49.998.726
3509908;Cananéia;São Paulo;SP;Sudeste;Cananéia, Região Imediata de Registro, Região Geográfica Intermediária de Sorocaba, São Paulo, Região Sudeste, 11990-000, Brasil;-250.104.609;-479.315.628
3509957;Canas;São Paulo;SP;Sudeste;Canas, Região Imediata de Guaratinguetá, Região Metropolitana do Vale do Paraíba e Litoral Norte, Região Geográfica Intermediária de São José dos Campos, São Paulo, Região Sudeste, 12615-000, Brasil;-227.029.347;-450.526.508
3510005;Cândido Mota;São Paulo;SP;Sudeste;Cândido Mota, Região Imediata de Assis, Região Geográfica Intermediária de Marília, São Paulo, Região Sudeste, Brasil;-227.434.964;-5.038.924
3510104;Cândido Rodrigues;São Paulo;SP;Sudeste;Cândido Rodrigues, Região Imediata de Ribeirão Preto, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 15930-000, Brasil;-213.255.615;-486.308.798
3510153;Canitar;São Paulo;SP;Sudeste;Canitar, Região Imediata de Ourinhos, Região Geográfica Intermediária de Marília, São Paulo, Região Sudeste, Brasil;-230.066.616;-497.840.632
3510203;Capão Bonito;São Paulo;SP;Sudeste;Capão Bonito, Região Imediata de Itapeva, Região Geográfica Intermediária de Sorocaba, São Paulo, Região Sudeste, Brasil;-240.048.759;-483.489.848
3510302;Capela do Alto;São Paulo;SP;Sudeste;Capela do Alto, Região Imediata de Sorocaba, Região Metropolitana de Sorocaba, Região Geográfica Intermediária de Sorocaba, São Paulo, Região Sudeste, 18195-000, Brasil;-234.704.798;-477.352.309
3510401;Capivari;São Paulo;SP;Sudeste;Capivari, Região Imediata de Piracicaba, Região Metropolitana de Piracicaba, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, 13360-000, Brasil;-229.999.295;-475.031.066
3510500;Caraguatatuba;São Paulo;SP;Sudeste;Caraguatatuba, Região Imediata de Caraguatatuba-Ubatuba-São Sebastião, Região Metropolitana do Vale do Paraíba e Litoral Norte, Região Geográfica Intermediária de São José dos Campos, São Paulo, Região Sudeste, Brasil;-2.362.028;-4.541.306
3510609;Carapicuíba;São Paulo;SP;Sudeste;Carapicuíba, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil;-235.234.673;-468.406.808
3510708;Cardoso;São Paulo;SP;Sudeste;Cardoso, Região Imediata de Votuporanga, Região Geográfica Intermediária de São José do Rio Preto, São Paulo, Região Sudeste, 15570-000, Brasil;-20.080.447;-499.139.767
3510807;Casa Branca;São Paulo;SP;Sudeste;Casa Branca, Região Imediata de São João da Boa Vista, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, 13700-000, Brasil;-217.743.137;-470.852.175
3510906;Cássia dos Coqueiros;São Paulo;SP;Sudeste;Cássia dos Coqueiros, Região Imediata de Ribeirão Preto, Região Metropolitana de Ribeirão Preto, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, Brasil;-21.280.082;-47.164.327
3511003;Castilho;São Paulo;SP;Sudeste;Castilho, Região Imediata de Andradina, Região Geográfica Intermediária de Araçatuba, São Paulo, Região Sudeste, 16920-000, Brasil;-208.695.636;-514.877.792
3511102;Catanduva;São Paulo;SP;Sudeste;Catanduva, Região Imediata de Catanduva, Região Geográfica Intermediária de São José do Rio Preto, São Paulo, Região Sudeste, Brasil;-211.331.035;-489.712.817
3511201;Catiguá;São Paulo;SP;Sudeste;Catiguá, Região Imediata de Catanduva, Região Geográfica Intermediária de São José do Rio Preto, São Paulo, Região Sudeste, Brasil;-210.491.485;-490.578.923
3511300;Cedral;São Paulo;SP;Sudeste;Cedral, Região Imediata de São José do Rio Preto, Região Metropolitana de São José do Rio Preto, Região Geográfica Intermediária de São José do Rio Preto, São Paulo, Região Sudeste, 15895-000, Brasil;-209.028.433;-492.699.665
3511409;Cerqueira César;São Paulo;SP;Sudeste;Cerqueira César, Região Imediata de Avaré, Região Geográfica Intermediária de Sorocaba, São Paulo, Região Sudeste, Brasil;-230.353.135;-491.650.519
3511508;Cerquilho;São Paulo;SP;Sudeste;Cerquilho, Região Imediata de Sorocaba, Região Metropolitana de Sorocaba, Região Geográfica Intermediária de Sorocaba, São Paulo, Região Sudeste, 18520-000, Brasil;-231.626.556;-477.433.878
3511607;Cesário Lange;São Paulo;SP;Sudeste;Cesário Lange, Região Imediata de Tatuí, Região Metropolitana de Sorocaba, Região Geográfica Intermediária de Sorocaba, São Paulo, Região Sudeste, 18285-000, Brasil;-23.226.035;-47.954.453
3511706;Charqueada;São Paulo;SP;Sudeste;Charqueada, Região Imediata de Piracicaba, Região Metropolitana de Piracicaba, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, 13515-000, Brasil;-2.250.958;-47.775.468
3511904;Clementina;São Paulo;SP;Sudeste;Clementina, Região Imediata de Birigui-Penápolis, Região Geográfica Intermediária de Araçatuba, São Paulo, Região Sudeste, 16250-000, Brasil;-215.594.631;-50.448.624
3512001;Colina;São Paulo;SP;Sudeste;Colina, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14770-000, Brasil;-20.711.443;-4.853.867
3512100;Colômbia;São Paulo;SP;Sudeste;Colômbia, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14795-000, Brasil;-201.774.291;-486.872.822
3512209;Conchal;São Paulo;SP;Sudeste;Conchal, Região Imediata de Araras, Região Metropolitana de Piracicaba, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, 13835-000, Brasil;-22.337.512;-47.172.927
3512308;Conchas;São Paulo;SP;Sudeste;Conchas, Região Imediata de Botucatu, Região Geográfica Intermediária de Bauru, São Paulo, Região Sudeste, 18570-000, Brasil;-230.133.538;-480.077.595
3512407;Cordeirópolis;São Paulo;SP;Sudeste;Cordeirópolis, Região Imediata de Limeira, Região Metropolitana de Piracicaba, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, 13490-000, Brasil;-224.768.324;-474.550.551
3512506;Coroados;São Paulo;SP;Sudeste;Coroados, Região Imediata de Birigui-Penápolis, Região Geográfica Intermediária de Araçatuba, São Paulo, Região Sudeste, 16260-000, Brasil;-213.554.634;-502.853.589
3512605;Coronel Macedo;São Paulo;SP;Sudeste;Coronel Macedo, Região Imediata de Avaré, Região Geográfica Intermediária de Sorocaba, São Paulo, Região Sudeste, 18745-000, Brasil;-236.304.001;-49.313.234
3512704;Corumbataí;São Paulo;SP;Sudeste;Corumbataí, Região Imediata de Rio Claro, Região Metropolitana de Piracicaba, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, Brasil;-222.210.521;-476.249.638
3512803;Cosmópolis;São Paulo;SP;Sudeste;Cosmópolis, Região Imediata de Campinas, Região Metropolitana de Campinas, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, Brasil;-226.437.398;-471.972.086
3512902;Cosmorama;São Paulo;SP;Sudeste;Cosmorama, Região Imediata de Votuporanga, Região Geográfica Intermediária de São José do Rio Preto, São Paulo, Região Sudeste, 15530-000, Brasil;-204.801.328;-497.782.265
3513009;Cotia;São Paulo;SP;Sudeste;Cotia, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil;-23.603.889;-46.918.889
3513108;Cravinhos;São Paulo;SP;Sudeste;Cravinhos, Região Imediata de Ribeirão Preto, Região Metropolitana de Ribeirão Preto, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14140-000, Brasil;-21.340.278;-47.729.444
3513207;Cristais Paulista;São Paulo;SP;Sudeste;Cristais Paulista, Região Imediata de Franca, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14460-000, Brasil;-20.403.569;-47.420.915
3513306;Cruzália;São Paulo;SP;Sudeste;Cruzália, Região Imediata de Assis, Região Geográfica Intermediária de Marília, São Paulo, Região Sudeste, 19860-000, Brasil;-227.434.438;-507.911.037
3513405;Cruzeiro;São Paulo;SP;Sudeste;Cruzeiro, Região Imediata de Cruzeiro, Região Metropolitana do Vale do Paraíba e Litoral Norte, Região Geográfica Intermediária de São José dos Campos, São Paulo, Região Sudeste, Brasil;-225.783.685;-449.642.044
3513504;Cubatão;São Paulo;SP;Sudeste;Cubatão, Região Imediata de Santos, Região Metropolitana da Baixada Santista, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil;-238.857.982;-464.241.869
3513603;Cunha;São Paulo;SP;Sudeste;Cunha, Região Imediata de Guaratinguetá, Região Metropolitana do Vale do Paraíba e Litoral Norte, Região Geográfica Intermediária de São José dos Campos, São Paulo, Região Sudeste, Brasil;-2.307.753;-449.567.436
3513702;Descalvado;São Paulo;SP;Sudeste;Descalvado, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, Brasil;-219.090.404;-476.203.241
3513801;Diadema;São Paulo;SP;Sudeste;Diadema, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil;-23.681.347;-4.662.052
3513850;Dirce Reis;São Paulo;SP;Sudeste;Dirce Reis, Região Imediata de Jales, Região Geográfica Intermediária de São José do Rio Preto, São Paulo, Região Sudeste, Brasil;-204.664.067;-50.606.276
3513900;Divinolândia;São Paulo;SP;Sudeste;Divinolândia, Região Imediata de São José do Rio Pardo-Mococa, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, 13780-000, Brasil;-216.604.584;-467.371.151
3514007;Dobrada;São Paulo;SP;Sudeste;Dobrada, Região Imediata de Araraquara, São Paulo, Região Sudeste, Brasil;-215.180.904;-483.938.897
3514106;Dois Córregos;São Paulo;SP;Sudeste;Dois Córregos, Região Imediata de Jaú, Região Geográfica Intermediária de Bauru, São Paulo, Região Sudeste, 17300-000, Brasil;-223.697.554;-483.845.315
3514205;Dolcinópolis;São Paulo;SP;Sudeste;Dolcinópolis, Região Imediata de Jales, Região Geográfica Intermediária de São José do Rio Preto, São Paulo, Região Sudeste, Brasil;-201.230.736;-50.513.261
3514304;Dourado;São Paulo;SP;Sudeste;Dourado, Região Imediata de São Carlos, Região Geográfica Intermediária de Araraquara, São Paulo, Região Sudeste, 13590-000, Brasil;-221.124.638;-483.151.079
3514403;Dracena;São Paulo;SP;Sudeste;Dracena, Região Imediata de Dracena, Região Geográfica Intermediária de Presidente Prudente, São Paulo, Região Sudeste, 17900-000, Brasil;-214.835.523;-515.334.408
3514502;Duartina;São Paulo;SP;Sudeste;Duartina, Região Imediata de Bauru, Região Geográfica Intermediária de Bauru, São Paulo, Região Sudeste, 17470-000, Brasil;-22.414.562;-49.408.355
3514601;Dumont;São Paulo;SP;Sudeste;Dumont, Região Imediata de Ribeirão Preto, Região Metropolitana de Ribeirão Preto, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14120-000, Brasil;-212.391.417;-479.747.665
3514700;Echaporã;São Paulo;SP;Sudeste;Echaporã, Região Imediata de Marília, Região Geográfica Intermediária de Marília, São Paulo, Região Sudeste, Brasil;-224.325.855;-502.037.693
3514809;Eldorado;São Paulo;SP;Sudeste;Eldorado, Região Imediata de Registro, Região Geográfica Intermediária de Sorocaba, São Paulo, Região Sudeste, 11960-000, Brasil;-24.522.583;-481.093.489
3514908;Elias Fausto;São Paulo;SP;Sudeste;Elias Fausto, Região Imediata de Campinas, Região Metropolitana de Piracicaba, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, 13350-000, Brasil;-230.416.538;-473.718.002
3514924;Elisiário;São Paulo;SP;Sudeste;Elisiário, Região Imediata de Catanduva, Região Geográfica Intermediária de São José do Rio Preto, São Paulo, Região Sudeste, Brasil;-211.673.392;-491.111.015
3514957;Embaúba;São Paulo;SP;Sudeste;Embaúba, Região Imediata de Catanduva, Região Geográfica Intermediária de São José do Rio Preto, São Paulo, Região Sudeste, Brasil;-209.819.513;-48.837.455
3515004;Embu das Artes;São Paulo;SP;Sudeste;Embu das Artes, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil;-236.495.294;-468.528.497
3515103;Embu-Guaçu;São Paulo;SP;Sudeste;Embu-Guaçu, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil;-238.317.997;-468.156.204
3515129;Emilianópolis;São Paulo;SP;Sudeste;Emilianópolis, Região Imediata de Presidente Prudente, Região Geográfica Intermediária de Presidente Prudente, São Paulo, Região Sudeste, Brasil;-21.831.436;-51.483.168
3515152;Engenheiro Coelho;São Paulo;SP;Sudeste;Engenheiro Coelho, Região Imediata de Limeira, Região Metropolitana de Campinas, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, 13165-970, Brasil;-224.896.659;-472.119.005
3515186;Espírito Santo do Pinhal;São Paulo;SP;Sudeste;Espírito Santo do Pinhal, Região Imediata de São João da Boa Vista, Região Geográfica Intermediária de Campinas, São Paulo, Região Sudeste, 13990-000, Brasil;-22.190.871;-4.674.767
3515194;Espírito Santo do Turvo;São Paulo;SP;Sudeste;Espírito Santo do Turvo, Região Geográfica Intermediária de Marília, São Paulo, Região Sudeste, Brasil;-226.939.723;-494.295.067
3515202;Estrela d'Oeste;São Paulo;SP;Sudeste;Estrela d'Oeste, Região Imediata de Fernandópolis, Região Geográfica Intermediária de São José do Rio Preto, São Paulo, Região Sudeste, Brasil;-202.860.692;-503.986.216
3515301;Estrela do Norte;São Paulo;SP;Sudeste;Estrela do Norte, Região Imediata de Presidente Prudente, Região Geográfica Intermediária de Presidente Prudente, São Paulo, Região Sudeste, Brasil;-224.886.301;-516.606.857
3515350;Euclides da Cunha Paulista;São Paulo;SP;Sudeste;Euclides da Cunha Paulista, Região Imediata de Presidente Prudente, Região Geográfica Intermediária de Presidente Prudente, São Paulo, Região Sudeste, 19275-000, Brasil;-2.255.452;-52.592.779
3515400;Fartura;São Paulo;SP;Sudeste;Fartura, Região Imediata de Piraju, Região Geográfica Intermediária de Marília, São Paulo, Região Sudeste, Brasil;-23.390.039;-495.109.023
3515509;Fernandópolis;São Paulo;SP;Sudeste;Fernandópolis, Região Imediata de Fernandópolis, Região Geográfica Intermediária de São José do Rio Preto, São Paulo, Região Sudeste, Brasil;-202.825.647;-502.500.762
3515608;Fernando Prestes;São Paulo;SP;Sudeste;Fernando Prestes, Região Imediata de Catanduva, Região Geográfica Intermediária de São José do Rio Preto, São Paulo, Região Sudeste, Brasil;-21.266.061;-48.687.384
3515657;Fernão;São Paulo;SP;Sudeste;Fernão, Região Imediata de Marília, Região Geográfica Intermediária de Marília, São Paulo, Região Sudeste, 17455-000, Brasil;-223.595.388;-495.209.504
3515707;Ferraz de Vasconcelos;São Paulo;SP;Sudeste;Ferraz de Vasconcelos, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil;-23.541.056;-4.637.097
3515806;Flora Rica;São Paulo;SP;Sudeste;Flora Rica, Região Imediata de Dracena, Região Geográfica Intermediária de Presidente Prudente, São Paulo, Região Sudeste, Brasil;-216.760.063;-513.804.532
3515905;Floreal;São Paulo;SP;Sudeste;Floreal, Região Imediata de Votuporanga, Região Geográfica Intermediária de São José do Rio Preto, São Paulo, Região Sudeste, Brasil;-206.767.063;-501.455.638
3516002;Flórida Paulista;São Paulo;SP;Sudeste;Flórida Paulista, Região Imediata de Adamantina-Lucélia, Região Geográfica Intermediária de Presidente Prudente, São Paulo, Região Sudeste, Brasil;-21.614.061;-511.729.548
3516101;Florínea;São Paulo;SP;Sudeste;Florínea, Região Imediata de Assis, Região Geográfica Intermediária de Marília, São Paulo, Região Sudeste, Brasil;-229.016.004;-507.268.005
3516200;Franca;São Paulo;SP;Sudeste;Rua Teresa Alves de Oliveira, 910-1350 - Jardim Zelinda, Franca - SP, Recannto Bom Jardim, Franca, Região Imediata de Franca, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14406-269, Brasil;-205.296.618;-474.699.819
3516309;Francisco Morato;São Paulo;SP;Sudeste;Francisco Morato, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil;-232.817.308;-467.448.996
3516408;Franco da Rocha;São Paulo;SP;Sudeste;Franco da Rocha, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil;-233.328.038;-46.724.446
3516507;Gabriel Monteiro;São Paulo;SP;Sudeste;Gabriel Monteiro, Região Imediata de Birigui-Penápolis, Região Geográfica Intermediária de Araçatuba, São Paulo, Região Sudeste, Brasil;-215.299.436;-505.533.059
3516606;Gália;São Paulo;SP;Sudeste;Gália, Rua José Garib, Gália, Região Imediata de Marília, Região Geográfica Intermediária de Marília, São Paulo, Região Sudeste, Brasil;-222.936.976;-495.516.228
3516705;Garça;São Paulo;SP;Sudeste;Garça, Região Imediata de Marília, Região Geográfica Intermediária de Marília, São Paulo, Região Sudeste, 17400-000, Brasil;-222.125.766;-496.547.994
3516804;Gastão Vidigal;São Paulo;SP;Sudeste;Gastão Vidigal, Região Imediata de Araçatuba, Região Geográfica Intermediária de Araçatuba, São Paulo, Região Sudeste, 15330-000, Brasil;-207.956.829;-501.907.615
3516853;Gavião Peixoto;São Paulo;SP;Sudeste;Gavião Peixoto, Região Imediata de Araraquara, São Paulo, Região Sudeste, Brasil;-218.377.536;-48.492.853
3516903;General Salgado;São Paulo;SP;Sudeste;General Salgado, Região Imediata de Araçatuba, Região Geográfica Intermediária de Araçatuba, São Paulo, Região Sudeste, Brasil;-206.488.139;-503.608.101
3517000;Getulina;São Paulo;SP;Sudeste;Getulina, Região Imediata de Marília, Região Geográfica Intermediária de Marília, São Paulo, Região Sudeste, 16450-000, Brasil;-217.988.557;-499.288.096
3517109;Glicério;São Paulo;SP;Sudeste;Glicério, Região Imediata de Birigui-Penápolis, Região Geográfica Intermediária de Araçatuba, São Paulo, Região Sudeste, Brasil;-213.814.805;-502.100.452
3517208;Guaiçara;São Paulo;SP;Sudeste;Guaiçara, Região Imediata de Lins, Região Geográfica Intermediária de Bauru, São Paulo, Região Sudeste, 16430-000, Brasil;-216.213.012;-497.962.941
3517307;Guaimbê;São Paulo;SP;Sudeste;Guaimbê, Região Imediata de Marília, Região Geográfica Intermediária de Marília, São Paulo, Região Sudeste, Brasil;-21.909.072;-4.989.861
3517406;Guaíra;São Paulo;SP;Sudeste;Guaíra, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, 14790-000, Brasil;-203.245.873;-483.148.818
3517505;Guapiaçu;São Paulo;SP;Sudeste;Guapiaçu, Região Imediata de São José do Rio Preto, Região Metropolitana de São José do Rio Preto, Região Geográfica Intermediária de São José do Rio Preto, São Paulo, Região Sudeste, 15110-000, Brasil;-2.079.663;-492.253.917
3517604;Guapiara;São Paulo;SP;Sudeste;Guapiara, Região Imediata de Itapeva, Região Geográfica Intermediária de Sorocaba, São Paulo, Região Sudeste, 18310-000, Brasil;-2.418.921;-48.529.549
3517703;Guará;São Paulo;SP;Sudeste;Guará, Região Imediata de Ituverava, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, Brasil;-204.290.496;-478.250.067
3517802;Guaraçaí;São Paulo;SP;Sudeste;Guaraçaí, Região Imediata de Andradina, Região Geográfica Intermediária de Araçatuba, São Paulo, Região Sudeste, 16980-000, Brasil;-210.322.387;-512.100.464
3517901;Guaraci;São Paulo;SP;Sudeste;Guaraci, Região Imediata de Barretos, Região Geográfica Intermediária de Ribeirão Preto, São Paulo, Região Sudeste, Brasil;-204.976.771;-489.452.074
3518008;Guarani d'Oeste;São Paulo;SP;Sudeste;Guarani d'Oeste, Região Imediata de Fernandópolis, Região Geográfica Intermediária de São José do Rio Preto, São Paulo, Região Sudeste, Brasil;-200.737.613;-503.379.634
3518107;Guarantã;São Paulo;SP;Sudeste;Guarantã, Região Imediata de Lins, Região Geográfica Intermediária de Bauru, São Paulo, Região Sudeste, Brasil;-218.950.705;-49.590.107
3518206;Guararapes;São Paulo;SP;Sudeste;Guararapes, Região Imediata de Araçatuba, Região Geográfica Intermediária de Araçatuba, São Paulo, Região Sudeste, 16700-000, Brasil;-212.542.739;-506.440.083
3518305;Guararema;São Paulo;SP;Sudeste;Guararema, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, 08900-000, Brasil;-234.133.724;-460.379.249
